Area Type,Area Name,Date,Initial Claims,First Payments,Weeks Claimed,Weeks Compensated,Average Weekly Benefit*,Benefits Paid,Final Payments
State,California,03/31/2022,190772,83307,1760358,1428153,334.1,464025749.0,45897
State,California,04/30/2022,186127,76072,1462422,1185885,337.58,393920400.0,35547
State,California,05/31/2022,190638,74857,1497940,1253607,339.78,419576897.0,38741
State,California,06/30/2022,207877,61253,1249083,1035154,341.57,350152046.0,31490
State,California,07/31/2022,177963,72042,1366382,1136401,342.08,384698653.0,33918
State,California,08/31/2022,172544,72060,1388171,1139416,344.11,389030865.0,31918
State,California,09/30/2022,150430,60688,1663330,1011366,347.29,349986050.0,28397
State,California,10/31/2022,170266,62647,1337911,1126571,351.54,392347782.0,33028
State,California,11/30/2022,191538,69685,1260568,1056180,355.78,371989404.0,30175
State,California,12/31/2022,193838,86695,1410747,1191958,359.03,425377591.0,32163
